"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"circulatory","FGF23","ENSG00000118972","This gene encodes a member of the fibroblast growth factor family of proteins, which possess broad mitogenic and cell survival activities and are involved in a variety of biological processes. The product of this gene regulates phosphate homeostasis and transport in the kidney. The full-length, functional protein may be deactivated via cleavage into N-terminal and C-terminal chains. Mutation of this cleavage site causes autosomal dominant hypophosphatemic rickets (ADHR). Mutations in this gene are also associated with hyperphosphatemic familial tumoral calcinosis (HFTC). [provided by RefSeq, Feb 2013]","                                            FGF23 (Fibroblast Growth Factor 23) is a Protein Coding gene.                                            Diseases associated with FGF23 include Hypophosphatemic Rickets, Autosomal Dominant and Tumoral Calcinosis, Hyperphosphatemic, Familial, 2.                                            Among its related pathways are RET signaling and Signaling by FGFR2 in disease.                                            Gene Ontology (GO) annotations related to this gene include growth factor activity and type 1 fibroblast growth factor receptor binding.                                            An important paralog of this gene is FGF19.","Regulator of phosphate homeostasis. Inhibits renal tubular phosphate transport by reducing SLC34A1 levels. Upregulates EGR1 expression in the presence of KL (By similarity). Acts directly on the parathyroid to decrease PTH secretion (By similarity). Regulator of vitamin-D metabolism. Negatively regulates osteoblast differentiation and matrix mineralization.
                         FGF23_HUMAN,Q9GZV9
                         ","Thu Sep 03 13:51:06 2020"
"circulatory","ENG","ENSG00000106991","This gene encodes a homodimeric transmembrane protein which is a major glycoprotein of the vascular endothelium. This protein is a component of the transforming growth factor beta receptor complex and it binds to the beta1 and beta3 peptides with high affinity. Mutations in this gene cause hereditary hemorrhagic telangiectasia, also known as Osler-Rendu-Weber syndrome 1, an autosomal dominant multisystemic vascular dysplasia. This gene may also be involved in preeclampsia and several types of cancer. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2013]","                                            ENG (Endoglin) is a Protein Coding gene.                                            Diseases associated with ENG include Telangiectasia, Hereditary Hemorrhagic, Type 1 and Hereditary Hemorrhagic Telangiectasia.                                            Among its related pathways are Mesenchymal Stem Cells and Lineage-specific Markers and Hematopoietic Stem Cells and Lineage-specific Markers.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and glycosaminoglycan binding.                                            An important paralog of this gene is TGFBR3.","Vascular endothelium glycoprotein that plays an important role in the regulation of angiogenesis (PubMed:21737454, PubMed:23300529). Required for normal structure and integrity of adult vasculature (PubMed:7894484). Regulates the migration of vascular endothelial cells (PubMed:17540773). Required for normal extraembryonic angiogenesis and for embryonic heart development (By similarity). May regulate endothelial cell shape changes in response to blood flow, which drive vascular remodeling and establishment of normal vascular morphology during angiogenesis (By similarity). May play a critical role in the binding of endothelial cells to integrins and/or other RGD receptors (PubMed:1692830). Acts as TGF-beta coreceptor and is involved in the TGF-beta/BMP signaling cascade that ultimately leads to the activation of SMAD transcription factors (PubMed:8370410, PubMed:21737454, PubMed:22347366, PubMed:23300529). Required for GDF2/BMP9 signaling through SMAD1 in endothelial cells and modulates TGFB1 signaling through SMAD3 (PubMed:21737454, PubMed:22347366, PubMed:23300529).
                         EGLN_HUMAN,P17813
                         ","Thu Sep 03 13:51:07 2020"
"musculature","CHRND","ENSG00000135902","The acetylcholine receptor of muscle has 5 subunits of 4 different types: 2 alpha and 1 each of beta, gamma and delta subunits. After acetylcholine binding, the receptor undergoes an extensive conformation change that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane. Defects in this gene are a cause of multiple pterygium syndrome lethal type (MUPSL), congenital myasthenic syndrome slow-channel type (SCCMS), and congenital myasthenic syndrome fast-channel type (FCCMS). Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2015]","                                            CHRND (Cholinergic Receptor Nicotinic Delta Subunit) is a Protein Coding gene.                                            Diseases associated with CHRND include Multiple Pterygium Syndrome, Lethal Type and Myasthenic Syndrome, Congenital, 3C, Associated With Acetylcholine Receptor Deficiency.                                            Among its related pathways are Succinylcholine Pathway, Pharmacokinetics/Pharmacodynamics and Transmission across Chemical Synapses.                                            Gene Ontology (GO) annotations related to this gene include extracellular ligand-gated ion channel activity and ligand-gated ion channel activity.                                            An important paralog of this gene is CHRNG.","After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.
                         ACHD_HUMAN,Q07001
                         ","Thu Sep 03 13:52:49 2020"
"musculature","DYSF","ENSG00000135636","The protein encoded by this gene belongs to the ferlin family and is a skeletal muscle protein found associated with the sarcolemma. It is involved in muscle contraction and contains C2 domains that play a role in calcium-mediated membrane fusion events, suggesting that it may be involved in membrane regeneration and repair. In addition, the protein encoded by this gene binds caveolin-3, a skeletal muscle membrane protein which is important in the formation of caveolae. Specific mutations in this gene have been shown to cause autosomal recessive limb girdle muscular dystrophy type 2B (LGMD2B) as well as Miyoshi myopathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2008]","                                            DYSF (Dysferlin) is a Protein Coding gene.                                            Diseases associated with DYSF include Miyoshi Muscular Dystrophy 1 and Muscular Dystrophy, Limb-Girdle, Autosomal Recessive 2.                                            Among its related pathways are Cardiac conduction and Smooth Muscle Contraction.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and calcium-dependent phospholipid binding.                                            An important paralog of this gene is MYOF.","Key calcium ion sensor involved in the Ca(2+)-triggered synaptic vesicle-plasma membrane fusion. Plays a role in the sarcolemma repair mechanism of both skeletal muscle and cardiomyocytes that permits rapid resealing of membranes disrupted by mechanical stress (By similarity).
                         DYSF_HUMAN,O75923
                         ","Thu Sep 03 13:52:50 2020"
"musculature","CHRNE","ENSG00000108556","Acetylcholine receptors at mature mammalian neuromuscular junctions are pentameric protein complexes composed of four subunits in the ratio of two alpha subunits to one beta, one epsilon, and one delta subunit. The acetylcholine receptor changes subunit composition shortly after birth when the epsilon subunit replaces the gamma subunit seen in embryonic receptors. Mutations in the epsilon subunit are associated with congenital myasthenic syndrome. [provided by RefSeq, Sep 2009]","                                            CHRNE (Cholinergic Receptor Nicotinic Epsilon Subunit) is a Protein Coding gene.                                            Diseases associated with CHRNE include Myasthenic Syndrome, Congenital, 4A, Slow-Channel and Myasthenic Syndrome, Congenital, 4B, Fast-Channel.                                            Among its related pathways are Succinylcholine Pathway, Pharmacokinetics/Pharmacodynamics and Transmission across Chemical Synapses.                                            Gene Ontology (GO) annotations related to this gene include extracellular ligand-gated ion channel activity.                                            An important paralog of this gene is CHRNG.","After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.
                         ACHE_HUMAN,Q04844
                         ","Thu Sep 03 13:52:53 2020"
"endocrine","RET","ENSG00000165731","This gene encodes a transmembrane receptor and member of the tyrosine protein kinase family of proteins. Binding of ligands such as GDNF (glial cell-line derived neurotrophic factor) and other related proteins to the encoded receptor stimulates receptor dimerization and activation of downstream signaling pathways that play a role in cell differentiation, growth, migration and survival. The encoded receptor is important in development of the nervous system, and the development of organs and tissues derived from the neural crest. This proto-oncogene can undergo oncogenic activation through both cytogenetic rearrangement and activating point mutations. Mutations in this gene are associated with Hirschsprung disease and central hypoventilation syndrome and have been identified in patients with renal agenesis. [provided by RefSeq, Sep 2017]","                                            RET (Ret Proto-Oncogene) is a Protein Coding gene.                                            Diseases associated with RET include Multiple Endocrine Neoplasia, Type Iia and Thyroid Carcinoma, Familial Medullary.                                            Among its related pathways are Neuroscience and GDNF-Family Ligands and Receptor Interactions.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and protein kinase activity.                                            An important paralog of this gene is FLT4.","Receptor tyrosine-protein kinase involved in numerous cellular mechanisms including cell proliferation, neuronal navigation, cell migration, and cell differentiation upon binding with glial cell derived neurotrophic factor family ligands. Phosphorylates PTK2/FAK1. Regulates both cell death/survival balance and positional information. Required for the molecular mechanisms orchestration during intestine organogenesis; involved in the development of enteric nervous system and renal organogenesis during embryonic life, and promotes the formation of Peyer's patch-like structures, a major component of the gut-associated lymphoid tissue. Modulates cell adhesion via its cleavage by caspase in sympathetic neurons and mediates cell migration in an integrin (e.g. ITGB1 and ITGB3)-dependent manner. Involved in the development of the neural crest. Active in the absence of ligand, triggering apoptosis through a mechanism that requires receptor intracellular caspase cleavage. Acts as a dependence receptor; in the presence of the ligand GDNF in somatotrophs (within pituitary), promotes survival and down regulates growth hormone (GH) production, but triggers apoptosis in absence of GDNF. Regulates nociceptor survival and size. Triggers the differentiation of rapidly adapting (RA) mechanoreceptors. Mediator of several diseases such as neuroendocrine cancers; these diseases are characterized by aberrant integrins-regulated cell migration. Mediates, through interaction with GDF15-receptor GFRAL, GDF15-induced cell-signaling in the brainstem which induces inhibition of food-intake. Activates MAPK- and AKT-signaling pathways (PubMed:28846097, PubMed:28953886, PubMed:28846099). Isoform 1 in complex with GFRAL induces higher activation of MAPK-signaling pathway than isoform 2 in complex with GFRAL (PubMed:28846099).
                         RET_HUMAN,P07949
                         ","Thu Sep 03 13:54:55 2020"
"endocrine","MEN1","ENSG00000133895","This gene encodes menin, a tumor suppressor associated with a syndrome known as multiple endocrine neoplasia type 1. Menin is a scaffold protein that functions in histone modification and epigenetic gene regulation. It is thought to regulate several pathways and processes by altering chromatin structure through the modification of histones. [provided by RefSeq, May 2019]","                                            MEN1 (Menin 1) is a Protein Coding gene.                                            Diseases associated with MEN1 include Multiple Endocrine Neoplasia, Type I and Hyperparathyroidism 1.                                            Among its related pathways are Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer and Transcriptional misregulation in cancer.                                            Gene Ontology (GO) annotations related to this gene include sequence-specific DNA binding and transcription regulatory region DNA binding.                                            ","Essential component of a MLL/SET1 histone methyltransferase (HMT) complex, a complex that specifically methylates 'Lys-4' of histone H3 (H3K4). Functions as a transcriptional regulator. Binds to the TERT promoter and represses telomerase expression. Plays a role in TGFB1-mediated inhibition of cell-proliferation, possibly regulating SMAD3 transcriptional activity. Represses JUND-mediated transcriptional activation on AP1 sites, as well as that mediated by NFKB subunit RELA. Positively regulates HOXC8 and HOXC6 gene expression. May be involved in normal hematopoiesis through the activation of HOXA9 expression (By similarity). May be involved in DNA repair.
                         MEN1_HUMAN,O00255
                         ","Thu Sep 03 13:54:56 2020"
"endocrine","CDKN1B","ENSG00000111276","This gene encodes a cyclin-dependent kinase inhibitor, which shares a limited similarity with CDK inhibitor CDKN1A/p21. The encoded protein binds to and prevents the activation of cyclin E-CDK2 or cyclin D-CDK4 complexes, and thus controls the cell cycle progression at G1. The degradation of this protein, which is triggered by its CDK dependent phosphorylation and subsequent ubiquitination by SCF complexes, is required for the cellular transition from quiescence to the proliferative state. Mutations in this gene are associated with multiple endocrine neoplasia type IV (MEN4). [provided by RefSeq, Apr 2014]","                                            CDKN1B (Cyclin Dependent Kinase Inhibitor 1B) is a Protein Coding gene.                                            Diseases associated with CDKN1B include Multiple Endocrine Neoplasia, Type Iv and Inherited Cancer-Predisposing Syndrome.                                            Among its related pathways are Association Between Physico-Chemical Features and Toxicity Associated Pathways and Transcriptional misregulation in cancer.                                            Gene Ontology (GO) annotations related to this gene include protein phosphatase binding.                                            An important paralog of this gene is CDKN1C.","Important regulator of cell cycle progression. Inhibits the kinase activity of CDK2 bound to cyclin A, but has little inhibitory activity on CDK2 bound to SPDYA (PubMed:28666995). Involved in G1 arrest. Potent inhibitor of cyclin E- and cyclin A-CDK2 complexes. Forms a complex with cyclin type D-CDK4 complexes and is involved in the assembly, stability, and modulation of CCND1-CDK4 complex activation. Acts either as an inhibitor or an activator of cyclin type D-CDK4 complexes depending on its phosphorylation state and/or stoichometry.
                         CDN1B_HUMAN,P46527
                         ","Thu Sep 03 13:54:57 2020"
"bone-structure","TNFSF11","ENSG00000120659","This gene encodes a member of the tumor necrosis factor (TNF) cytokine family which is a ligand for osteoprotegerin and functions as a key factor for osteoclast differentiation and activation. This protein was shown to be a dentritic cell survival factor and is involved in the regulation of T cell-dependent immune response. T cell activation was reported to induce expression of this gene and lead to an increase of osteoclastogenesis and bone loss. This protein was shown to activate antiapoptotic kinase AKT/PKB through a signaling complex involving SRC kinase and tumor necrosis factor receptor-associated factor (TRAF) 6, which indicated this protein may have a role in the regulation of cell apoptosis. Targeted disruption of the related gene in mice led to severe osteopetrosis and a lack of osteoclasts. The deficient mice exhibited defects in early differentiation of T and B lymphocytes, and failed to form lobulo-alveolar mammary structures during pregnancy. Two alternatively spliced transcript variants have been found. [provided by RefSeq, Jul 2008]","                                            TNFSF11 (TNF Superfamily Member 11) is a Protein Coding gene.                                            Diseases associated with TNFSF11 include Osteopetrosis, Autosomal Recessive 2 and Autosomal Recessive Malignant Osteopetrosis.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include cytokine activity and tumor necrosis factor receptor superfamily binding.                                            An important paralog of this gene is TNFSF10.","Cytokine that binds to TNFRSF11B/OPG and to TNFRSF11A/RANK. Osteoclast differentiation and activation factor. Augments the ability of dendritic cells to stimulate naive T-cell proliferation. May be an important regulator of interactions between T-cells and dendritic cells and may play a role in the regulation of the T-cell-dependent immune response. May also play an important role in enhanced bone-resorption in humoral hypercalcemia of malignancy (PubMed:22664871). Induces osteoclastogenesis by activating multiple signaling pathways in osteoclast precursor cells, chief among which is induction of long lasting oscillations in the intracellular concentration of Ca (2+) resulting in the activation of NFATC1, which translocates to the nucleus and induces osteoclast-specific gene transcription to allow differentiation of osteoclasts. During osteoclast differentiation, in a TMEM64 and ATP2A2-dependent manner induces activation of CREB1 and mitochondrial ROS generation necessary for proper osteoclast generation (By similarity).
                         TNF11_HUMAN,O14788
                         ","Thu Sep 03 13:56:03 2020"
"bone-structure","BMP2","ENSG00000125845","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer, which plays a role in bone and cartilage development. Duplication of a regulatory region downstream of this gene causes a form of brachydactyly characterized by a malformed index finger and second toe in human patients. [provided by RefSeq, Jul 2016]","                                            BMP2 (Bone Morphogenetic Protein 2) is a Protein Coding gene.                                            Diseases associated with BMP2 include Short Stature, Facial Dysmorphism, And Skeletal Anomalies With Or Without Cardiac Anomalies and Brachydactyly, Type A2.                                            Among its related pathways are Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include protein heterodimerization activity and cytokine activity.                                            An important paralog of this gene is BMP4.","Induces cartilage and bone formation (PubMed:3201241). Stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A- ATF4 pathway. BMP2 activation of EIF2AK3 stimulates phosphorylation of EIF2A which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation. In addition stimulates TMEM119, which upregulates the expression of ATF4 (PubMed:24362451).
                         BMP2_HUMAN,P12643
                         ","Thu Sep 03 13:56:04 2020"
